sample_year,sample_month_number,sample_month,state_code,sampling_county,varroa_per_100_bees,million_spores_per_bee,abpv,abpv_percentile,amsv1,amsv1_percentile,cbpv,cbpv_percentile,dwv,dwv_percentile,dwv-b,dwv-b_percentile,iapv,iapv_percentile,kbv,kbv_percentile,lsv2,lsv2_percentile,sbpv,sbpv_percentile,mkv,mkv_percentile,pesticides
2010,8,August,NY,Herkimer,0.28,0.02,+,,,,,,+,,,,-,,-,,,,-,,,,
2010,8,August,NY,Herkimer,0.74,0.08,-,,,,,,+,,,,-,,-,,,,-,,,,
2010,8,August,AL,Houston,2.06,0.0,-,,,,,,+,,,,-,,-,,,,-,,,,
2010,8,August,SD,Hyde,13.46,0.03,-,,,,,,+,,,,-,,-,,,,-,,,,
2010,8,August,MI,Ionia,3.21,0.02,-,,,,,,+,,,,-,,-,,,,-,,,,
2010,8,August,GA,Irwin,3.36,0.0,-,,,,,,+,,,,-,,+,,,,-,,,,
2010,8,August,GA,Irwin,3.4,0.0,-,,,,,,+,,,,-,,-,,,,-,,,,
2010,8,August,SD,Jackson,10.07,0.0,-,,,,,,+,,,,-,,-,,,,-,,,,
2010,8,August,NY,Jefferson,9.24,0.05,-,,,,,,+,,,,-,,-,,,,-,,,,
2010,8,August,AL,Jefferson,5.76,0.0,,,,,,,,,,,,,,,,,,,,,
2010,8,August,NY,Jefferson,1.18,0.17,+,,,,,,+,,,,-,,-,,,,-,,,,
2010,8,August,GA,Lanier,1.45,0.0,-,,,,,,+,,,,-,,-,,,,-,,,,
2010,8,August,AL,Lee,3.08,0.0,-,,,,,,+,,,,-,,-,,,,-,,,,
2010,8,August,MI,Leelanau,4.56,0.1,-,,,,,,+,,,,-,,-,,,,-,,,,
2010,8,August,SD,Lyman,0.23,0.0,-,,,,,,+,,,,-,,-,,,,-,,,,
2010,8,August,HI,Maui,,,,,,,,,,,,,,,,,,,,,,,
2010,8,August,MI,Mecosta,0.66,0.03,-,,,,,,+,,,,-,,-,,,,-,,,,
2010,8,August,MI,Mecosta,0.33,0.03,-,,,,,,+,,,,-,,-,,,,-,,,,
2010,8,August,TX,Milam,4.74,0.0,-,,,,,,+,,,,-,,-,,,,-,,,,
2010,8,August,AL,Montgomery,4.75,0.02,+,,,,,,+,,,,-,,-,,,,-,,,,
2010,8,August,MI,Newaygo,0.36,0.0,-,,,,,,+,,,,-,,-,,,,-,,,,
2010,8,August,MI,Ottawa,1.08,0.0,-,,,,,,+,,,,-,,-,,,,-,,,,
2010,8,August,TN,Putnam,8.53,0.0,-,,,,,,+,,,,-,,-,,,,-,,,,
2010,8,August,IN,Ripley,1.88,0.02,-,,,,,,+,,,,-,,-,,,,-,,,,
2010,8,August,PA,Schuylkill,5.27,0.05,-,,,,,,+,,,,-,,-,,,,-,,,,
2010,8,August,NY,St. Lawrence,8.18,0.0,-,,,,,,+,,,,-,,-,,,,-,,,,
2010,8,August,SD,Walworth,0.8,0.0,-,,,,,,+,,,,-,,-,,,,-,,,,
2010,8,August,SD,Walworth,0.36,0.0,-,,,,,,+,,,,-,,-,,,,-,,,,
2010,8,August,GA,Ware,0.54,0.0,-,,,,,,+,,,,-,,-,,,,-,,,,
2010,8,August,TX,Washington,5.86,0.02,-,,,,,,+,,,,+,,-,,,,-,,,,
2010,8,August,TX,Wharton,0.17,0.05,-,,,,,,+,,,,-,,-,,,,-,,,,
2010,8,August,TX,Wilson,2.17,0.0,-,,,,,,+,,,,-,,-,,,,-,,,,
2010,8,August,PA,York,3.73,0.0,-,,,,,,+,,,,-,,-,,,,-,,,,
2010,9,September,AL,Baldwin,1.0,0.0,-,,,,,,+,,,,-,,-,,,,-,,,,
2010,9,September,SD,Beadle,0.64,0.05,-,,,,,,+,,,,-,,-,,,,-,,,,
2010,9,September,TN,Bedford,8.6,0.0,-,,,,,,-,,,,-,,-,,,,-,,,,
2010,9,September,PA,Bucks,9.32,0.0,-,,,,,,+,,,,-,,-,,,,-,,,,
2010,9,September,PA,Centre,13.88,0.0,-,,,,,,+,,,,-,,-,,,,-,,,,
2010,9,September,SD,Charles Mix,0.82,0.0,-,,,,,,+,,,,-,,-,,,,-,,,,
2010,9,September,SD,Charles Mix,15.99,0.0,-,,,,,,-,,,,-,,-,,,,-,,,,
2010,9,September,NY,Chautauqua,0.07,0.1,-,,,,,,+,,,,-,,-,,,,-,,,,
2010,9,September,MI,Clare,28.79,0.0,-,,,,,,+,,,,-,,-,,,,-,,,,
2010,9,September,SD,Clark,0.34,0.0,-,,,,,,+,,,,-,,-,,,,-,,,,
2010,9,September,AL,Colbert,2.9,0.0,-,,,,,,+,,,,-,,-,,,,-,,,,
2010,9,September,WA,Columbia,3.67,0.17,-,,,,,,-,,,,+,,-,,,,-,,,,
2010,9,September,WA,Columbia,0.0,0.0,-,,,,,,-,,,,-,,-,,,,-,,,,
2010,9,September,AL,Covington,3.24,0.0,-,,,,,,+,,,,-,,-,,,,-,,,,
2010,9,September,PA,Crawford,4.21,0.0,,,,,,,,,,,,,,,,,,,,,
2010,9,September,PA,Cumberland,4.86,0.0,+,,,,,,+,,,,-,,-,,,,-,,,,
2010,9,September,PA,Dauphin,3.52,0.05,-,,,,,,+,,,,-,,-,,,,-,,,,
2010,9,September,TX,Frio,4.97,0.0,-,,,,,,+,,,,-,,-,,,,-,,,,
2010,9,September,TX,Frio,1.93,0.0,+,,,,,,+,,,,-,,-,,,,-,,,,
2010,9,September,TX,Frio,3.11,0.03,+,,,,,,+,,,,-,,-,,,,-,,,,
2010,9,September,TX,Frio,1.3,0.0,-,,,,,,+,,,,-,,-,,,,-,,,,
2010,9,September,TX,Frio,4.09,0.0,-,,,,,,+,,,,-,,-,,,,-,,,,
2010,9,September,IN,Harrison,9.46,0.05,-,,,,,,-,,,,-,,-,,,,-,,,,
2010,9,September,TN,Hawkins,13.63,0.05,-,,,,,,+,,,,+,,-,,,,-,,,,
2010,9,September,IN,Howard,15.01,0.0,-,,,,,,+,,,,-,,-,,,,-,,,,
2010,9,September,MI,Isabella,24.96,0.0,-,,,,,,+,,,,+,,-,,,,-,,,,
2010,9,September,WA,Island,8.83,0.23,-,,,,,,+,,,,+,,-,,,,-,,,,
2010,9,September,TN,Johnson,21.03,0.0,-,,,,,,-,,,,-,,-,,,,-,,,,
2010,9,September,AL,Limestone,3.47,0.0,-,,,,,,+,,,,-,,-,,,,-,,,,
2010,9,September,PA,Lycoming,1.83,0.18,+,,,,,,+,,,,-,,-,,,,-,,,,
2010,9,September,AL,Madison,2.34,0.0,-,,,,,,+,,,,-,,-,,,,-,,,,
2010,9,September,TX,Medina,0.91,0.0,-,,,,,,+,,,,-,,-,,,,-,,,,
2010,9,September,PA,Mercer,2.71,0.0,,,,,,,,,,,,,,,,,,,,,
2010,9,September,AL,Mobile,9.96,0.1,-,,,,,,+,,,,-,,+,,,,-,,,,
2010,9,September,AL,Monroe,4.25,0.0,-,,,,,,+,,,,-,,-,,,,-,,,,
2010,9,September,IN,Montgomery,3.82,0.02,-,,,,,,-,,,,-,,-,,,,-,,,,
2010,9,September,IN,Montgomery,7.77,0.02,+,,,,,,+,,,,-,,-,,,,-,,,,
2010,9,September,PA,Montgomery,2.04,0.0,-,,,,,,+,,,,-,,-,,,,-,,,,
2010,9,September,TN,Moore,9.13,0.05,-,,,,,,+,,,,+,,-,,,,-,,,,
2010,9,September,MI,Oakland,6.38,0.0,-,,,,,,+,,,,-,,-,,,,-,,,,
2010,9,September,IN,Orange,2.84,0.0,-,,,,,,+,,,,-,,-,,,,-,,,,
2010,9,September,TN,Overton,0.67,0.0,-,,,,,,+,,,,-,,-,,,,-,,,,
2010,9,September,AL,Pickens,1.52,0.0,-,,,,,,+,,,,-,,-,,,,-,,,,
2010,9,September,AL,Pickens,0.93,0.0,-,,,,,,+,,,,-,,-,,,,-,,,,
2010,9,September,MI,Saginaw,7.23,0.0,-,,,,,,+,,,,-,,-,,,,-,,,,
2010,9,September,MI,Saginaw,5.78,0.0,-,,,,,,+,,,,-,,-,,,,-,,,,
2010,9,September,MI,Sanilac,16.07,0.0,+,,,,,,+,,,,-,,-,,,,-,,,,
2010,9,September,IN,Shelby,3.76,0.02,-,,,,,,+,,,,-,,-,,,,-,,,,
2010,9,September,WA,Skagit,5.4,0.77,-,,,,,,-,,,,-,,-,,,,-,,,,
2010,9,September,WA,Skagit,0.08,0.1,+,,,,,,+,,,,-,,-,,,,-,,,,
2010,9,September,WA,Skagit,0.08,0.38,-,,,,,,-,,,,-,,-,,,,-,,,,
2010,9,September,SD,Spink,24.12,0.0,-,,,,,,+,,,,-,,-,,,,-,,,,
2010,9,September,AL,St. Clair,2.19,0.0,-,,,,,,+,,,,-,,-,,,,-,,,,
2010,9,September,AL,Tuscaloosa,2.39,0.0,-,,,,,,+,,,,-,,-,,,,-,,,,
2010,9,September,MI,Tuscola,16.44,0.0,-,,,,,,+,,,,-,,-,,,,-,,,,
2010,9,September,SD,Union,0.23,0.0,-,,,,,,+,,,,-,,-,,,,-,,,,
2010,9,September,AL,Walker,0.13,0.0,-,,,,,,+,,,,-,,-,,,,-,,,,
2010,9,September,AL,Washington,1.85,1.85,-,,,,,,+,,,,-,,-,,,,-,,,,
2010,9,September,MI,Wayne,7.99,0.0,-,,,,,,+,,,,-,,-,,,,-,,,,
2010,9,September,PA,Westmoreland,1.17,0.0,-,,,,,,+,,,,-,,-,,,,-,,,,
2010,9,September,AL,Winston,10.06,0.02,-,,,,,,+,,,,-,,-,,,,-,,,,
2010,9,September,NY,Wyoming,8.15,0.0,-,,,,,,+,,,,-,,-,,,,-,,,,
2010,9,September,NY,Wyoming,2.28,0.0,-,,,,,,+,,,,-,,-,,,,-,,,,
2010,10,October,PA,Beaver,5.86,0.0,,,,,,,,,,,,,,,,,,,,,
2010,10,October,PA,Bedford,1.29,0.0,+,,,,,,+,,,,-,,-,,,,-,,,,
2010,10,October,MI,Berrien,0.97,0.0,-,,,,,,-,,,,-,,-,,,,-,,,,
2010,10,October,TX,Brazos,4.84,0.0,-,,,,,,+,,,,-,,-,,,,-,,,,
2010,10,October,SD,Brown,3.0,0.02,-,,,,,,+,,,,+,,-,,,,-,,,,
2010,10,October,SD,Butte,8.49,0.0,-,,,,,,+,,,,-,,-,,,,-,,,,
2010,10,October,AL,Calhoun,7.93,0.0,-,,,,,,+,,,,-,,-,,,,-,,,,
2010,10,October,MI,Cass,17.8,0.0,-,,,,,,+,,,,-,,-,,,,-,,,,
2010,10,October,MI,Cass,6.3,0.02,-,,,,,,+,,,,-,,-,,,,-,,,,
2010,10,October,SD,Clark,2.23,0.02,-,,,,,,+,,,,-,,-,,,,-,,,,
